,Name,strain,replicate,time,bioreplicate,drug,person,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
A0480M,C_8_t0_a,A04,8,0,two,FLC,M,18,20,21,0.1,0.11,0.12,135.8
A0480M,C_8_t0_b,A04,8,0,two,FLC,M,16,18,20,0.1,0.12,0.15,108.7
A0490M,C_9_t0_a,A04,9,0,two,FLC,M,18,19,21,0.1,0.09,0.12,124
A0490M,C_9_t0_b,A04,9,0,two,FLC,M,16,17,18,0.11,0.1,0.11,156.5
A0810M,D_1_t0_a,A08,1,0,two,FLC,M,15,17,18,0.11,0.1,0.12,194
A0810M,D_1_t0_b,A08,1,0,two,FLC,M,15,16,17,0.09,0.08,0.1,167.4
A08100M,D_10_t0_a,A08,10,0,two,FLC,M,16,17,19,0.08,0.08,0.13,167.1
A08100M,D_10_t0_b,A08,10,0,two,FLC,M,15,17,18,0.07,0.1,0.12,191
A08110M,D_11_t0_a,A08,11,0,two,FLC,M,15,17,17,0.08,0.1,0.1,132.2
A08110M,D_11_t0_b,A08,11,0,two,FLC,M,15,16,19,0.06,0.07,0.16,166.4
A08120M,D_12_t0_a,A08,12,0,two,FLC,M,14,15,16,0.1,0.09,0.11,168.6
A08120M,D_12_t0_b,A08,12,0,two,FLC,M,14,16,17,0.08,0.11,0.13,162.5
A0820M,D_2_t0_a,A08,2,0,two,FLC,M,17,18,20,0.09,0.08,0.13,167.8
A0820M,D_2_t0_b,A08,2,0,two,FLC,M,16,17,18,0.07,0.08,0.1,172.1
A0830M,D_3_t0_a,A08,3,0,two,FLC,M,16,17,19,0.11,0.1,0.14,226.8
A0830M,D_3_t0_b,A08,3,0,two,FLC,M,15,17,19,0.05,0.09,0.15,176.6
A0840M,D_4_t0_a,A08,4,0,two,FLC,M,16,18,20,0.07,0.09,0.13,189.5
A0840M,D_4_t0_b,A08,4,0,two,FLC,M,16,18,20,0.06,0.11,0.14,159.1
A0850M,D_5_t0_a,A08,5,0,two,FLC,M,16,17,18,0.08,0.08,0.1,155
A0850M,D_5_t0_b,A08,5,0,two,FLC,M,16,17,18,0.07,0.08,0.1,196.2
A0860M,D_6_t0_a,A08,6,0,two,FLC,M,16,17,18,0.08,0.08,0.09,185.3
A0860M,D_6_t0_b,A08,6,0,two,FLC,M,16,17,18,0.06,0.07,0.1,191.2
A0870M,D_7_t0_a,A08,7,0,two,FLC,M,17,18,19,0.07,0.08,0.1,187.3
A0870M,D_7_t0_b,A08,7,0,two,FLC,M,16,18,19,0.06,0.1,0.12,171.1
A0880M,D_8_t0_a,A08,8,0,two,FLC,M,16,18,19,0.09,0.1,0.13,170.1
A0880M,D_8_t0_b,A08,8,0,two,FLC,M,16,17,19,0.06,0.08,0.13,164.5
A0890M,D_9_t0_a,A08,9,0,two,FLC,M,16,17,18,0.09,0.08,0.1,181.8
A0890M,D_9_t0_b,A08,9,0,two,FLC,M,16,18,19,0.08,0.1,0.12,166.5
A1710Q,A17_t0_1_a_48h,A17,1,0,two,FLC,Q,8,10,15,0.14,0.17,0.34,160.2
A1710Q,A17_t0_1_b_48h,A17,1,0,two,FLC,Q,9,11,16,0.13,0.19,0.33,150.6
A17100Q,A17_t0_10_a_48h,A17,10,0,two,FLC,Q,7,13,15,0.21,0.37,0.32,129.1
A17100Q,A17_t0_10_b_48h,A17,10,0,two,FLC,Q,7,10,15,0.25,0.3,0.39,110.2
A17110Q,A17_t0_11_a_48h,A17,11,0,one,FLC,Q,7,11,15,0.24,0.36,0.36,125.6
A17110Q,A17_t0_11_b_48h,A17,11,0,one,FLC,Q,4,8,13,0.66,0.51,0.49,79.2
A1720Q,A17_t0_2_a_48h,A17,2,0,two,FLC,Q,10,13,16,0.11,0.22,0.26,198.6
A1720Q,A17_t0_2_b_48h,A17,2,0,two,FLC,Q,8,10,15,0.1,0.17,0.34,162.4
A1730Q,A17_t0_3_a_48h,A17,3,0,two,FLC,Q,10,12,16,0.13,0.19,0.28,145.4
A1730Q,A17_t0_3_b_48h,A17,3,0,two,FLC,Q,9,12,15,0.16,0.25,0.28,161.8
A1740Q,A17_t0_4_a_48h,A17,4,0,two,FLC,Q,9,11,16,0.11,0.19,0.31,155.2
A1740Q,A17_t0_4_b_48h,A17,4,0,two,FLC,Q,9,11,14,0.31,0.25,0.3,190.9
A1750Q,A17_t0_5_a_48h,A17,5,0,two,FLC,Q,7,11,15,0.2,0.33,0.36,137.1
A1750Q,A17_t0_5_b_48h,A17,5,0,two,FLC,Q,7,10,14,0.43,0.33,0.38,124.7
A1760Q,A17_t0_6_a_48h,A17,6,0,two,FLC,Q,8,11,15,0.17,0.26,0.32,134.5
A1760Q,A17_t0_6_b_48h,A17,6,0,two,FLC,Q,7,10,15,0.31,0.31,0.37,113.8
A1770Q,A17_t0_7_b_48h,A17,7,0,two,FLC,Q,7,11,15,0.6,0.36,0.4,126.6
A1780Q,A17_t0_8_a_48h,A17,8,0,two,FLC,Q,8,12,15,0.21,0.33,0.31,135.3
A1780Q,A17_t0_8_b_48h,A17,8,0,two,FLC,Q,8,13,15,0.16,0.34,0.3,128
A1790Q,A17_t0_9_a_48h,A17,9,0,two,FLC,Q,8,12,15,0.16,0.31,0.31,125
A1790Q,A17_t0_9_b_48h,A17,9,0,two,FLC,Q,8,12,16,0.23,0.33,0.34,138.7
A17105Q,A17_t5_10_a_48h,A17,10,5,two,FLC,Q,1,13,22,NA,0.75,0.61,22.4
A17105Q,A17_t5_10_b_48h,A17,10,5,two,FLC,Q,0,19,24,NA,0.68,0.52,50.5
A17115Q,A17_t5_11_a_48h,A17,11,5,two,FLC,Q,0,11,22,NA,0.85,0.67,35.2
A17115Q,A17_t5_11_b_48h,A17,11,5,two,FLC,Q,0,12,23,NA,0.84,0.66,41.4
A1725Q,A17_t5_2_a_48h,A17,2,5,two,FLC,Q,0,6,19,NA,0.82,0.66,36.2
A1725Q,A17_t5_2_b_48h,A17,2,5,two,FLC,Q,0,13,20,NA,0.88,0.65,45.8
A1795Q,A17_t5_9_a_48h,A17,9,5,two,FLC,Q,0,4,21,NA,0.81,0.7,23.5
A1795Q,A17_t5_9_b_48h,A17,9,5,two,FLC,Q,0,13,24,NA,0.95,0.67,23.5
A0210Q,A2_t0_1_a_48h,A02,1,0,two,FLC,Q,9,11,15,0.12,0.15,0.3,143.4
A0210Q,A2_t0_1_b_48h,A02,1,0,two,FLC,Q,10,11,16,0.1,0.11,0.32,131.3
A02100Q,A2_t0_10_a_48h,A02,10,0,two,FLC,Q,10,13,21,0.16,0.2,0.39,125
A02100Q,A2_t0_10_b_48h,A02,10,0,two,FLC,Q,10,13,20,0.12,0.2,0.39,103.9
A02110Q,A2_t0_11_a_48h,A02,11,0,two,FLC,Q,10,12,15,0.32,0.2,0.29,132.4
A02110Q,A2_t0_11_b_48h,A02,11,0,two,FLC,Q,10,12,15,0.27,0.18,0.28,148.5
A02120Q,A2_t0_12_a_48h,A02,12,0,two,FLC,Q,11,12,16,0.11,0.13,0.28,146.4
A02120Q,A2_t0_12_b_48h,A02,12,0,two,FLC,Q,10,12,19,0.12,0.16,0.39,134.2
A0220Q,A2_t0_2_a_48h,A02,2,0,two,FLC,Q,10,12,16,0.37,0.24,0.36,131.8
A0230Q,A2_t0_3_a_48h,A02,3,0,two,FLC,Q,9,11,19,0.16,0.17,0.44,114.6
A0230Q,A2_t0_3_b_48h,A02,3,0,two,FLC,Q,10,13,20,0.14,0.21,0.41,120.5
A0240Q,A2_t0_4_b_48h,A02,4,0,two,FLC,Q,11,13,17,0.11,0.15,0.3,149.5
A0250Q,A2_t0_5_a_48h,A02,5,0,two,FLC,Q,10,13,15,0.52,0.29,0.27,170.1
A0250Q,A2_t0_5_b_48h,A02,5,0,two,FLC,Q,11,12,16,0.2,0.17,0.3,141.3
A0260Q,A2_t0_6_a_48h,A02,6,0,two,FLC,Q,9,11,18,0.26,0.2,0.41,112.2
A0260Q,A2_t0_6_b_48h,A02,6,0,two,FLC,Q,11,13,21,0.11,0.16,0.4,140.1
A0270Q,A2_t0_7_a_48h,A02,7,0,two,FLC,Q,2,11,16,0.63,0.63,0.53,58.6
A0270Q,A2_t0_7_b_48h,A02,7,0,two,FLC,Q,8,11,20,0.17,0.28,0.45,83.8
A0280Q,A2_t0_8_a_48h,A02,8,0,two,FLC,Q,9,11,21,0.14,0.19,0.44,104.2
A0280Q,A2_t0_8_b_48h,A02,8,0,two,FLC,Q,9,11,18,0.12,0.16,0.4,129.8
A0290Q,A2_t0_9_a_48h,A02,9,0,two,FLC,Q,2,12,19,0.71,0.7,0.58,51
A0290Q,A2_t0_9_b_48h,A02,9,0,two,FLC,Q,10,12,20,0.2,0.21,0.43,115.6
A0235Q,A2_t5_3_a_48h,A02,3,5,two,FLC,Q,0,0,21,NA,NA,0.81,20
A0235Q,A2_t5_3_b_48h,A02,3,5,two,FLC,Q,0,0,21,NA,NA,0.85,14
A0265Q,A2_t5_6_a_48h,A02,6,5,two,FLC,Q,0,0,20,NA,NA,0.85,8
A0265Q,A2_t5_6_b_48h,A02,6,5,two,FLC,Q,0,0,20,NA,NA,0.8,12.3
A0310Q,A3_t0_1_a_48h,A03,1,0,two,FLC,Q,5,10,18,0.52,0.48,0.49,81
A0310Q,A3_t0_1_b_48h,A03,1,0,two,FLC,Q,6,10,18,0.31,0.39,0.46,87.4
A03100Q,A3_t0_10_a_48h,A03,10,0,two,FLC,Q,4,10,18,0.63,0.52,0.52,70.6
A03100Q,A3_t0_10_b_48h,A03,10,0,two,FLC,Q,5,10,18,0.5,0.46,0.5,70.4
A03110Q,A3_t0_11_a_48h,A03,11,0,two,FLC,Q,4,14,17,0.58,0.63,0.45,69.7
A03110Q,A3_t0_11_b_48h,A03,11,0,two,FLC,Q,4,14,18,0.6,0.62,0.46,74
A03120Q,A3_t0_12_a_48h,A03,12,0,two,FLC,Q,4,14,18,0.56,0.63,0.46,70.9
A03120Q,A3_t0_12_b_48h,A03,12,0,two,FLC,Q,3,9,16,0.7,0.58,0.53,71.3
A0320Q,A3_t0_2_a_48h,A03,2,0,two,FLC,Q,3,10,16,0.59,0.63,0.52,68.4
A0320Q,A3_t0_2_b_48h,A03,2,0,two,FLC,Q,7,12,19,0.25,0.41,0.43,94.5
A0330Q,A3_t0_3_a_48h,A03,3,0,two,FLC,Q,6,11,18,0.26,0.42,0.45,92.1
A0330Q,A3_t0_3_b_48h,A03,3,0,two,FLC,Q,8,11,18,0.13,0.25,0.38,119.2
A0340Q,A3_t0_4_a_48h,A03,4,0,two,FLC,Q,6,11,18,0.3,0.4,0.43,91.2
A0340Q,A3_t0_4_b_48h,A03,4,0,two,FLC,Q,7,11,18,0.25,0.33,0.43,99.3
A0350Q,A3_t0_5_a_48h,A03,5,0,two,FLC,Q,7,10,17,0.56,0.37,0.47,160.3
A0350Q,A3_t0_5_b_48h,A03,5,0,two,FLC,Q,6,14,18,0.28,0.48,0.39,88.3
A0360Q,A3_t0_6_a_48h,A03,6,0,two,FLC,Q,5,14,18,0.48,0.55,0.44,75.5
A0360Q,A3_t0_6_b_48h,A03,6,0,two,FLC,Q,4,14,18,0.55,0.6,0.46,74.3
A0370Q,A3_t0_7_a_48h,A03,7,0,two,FLC,Q,4,14,17,0.58,0.59,0.44,81.9
A0370Q,A3_t0_7_b_48h,A03,7,0,two,FLC,Q,1,10,14,NA,0.68,0.52,68.2
A0380Q,A3_t0_8_a_48h,A03,8,0,two,FLC,Q,6,14,18,0.44,0.51,0.41,83.6
A0380Q,A3_t0_8_b_48h,A03,8,0,two,FLC,Q,6,15,18,0.5,0.55,0.42,77.5
A0390Q,A3_t0_9_a_48h,A03,9,0,two,FLC,Q,4,14,17,0.53,0.59,0.43,81.7
A0390Q,A3_t0_9_b_48h,A03,9,0,two,FLC,Q,4,14,17,0.45,0.59,0.45,74.5
A03115Q,A3_t5_11_a_48h,A03,11,5,two,FLC,Q,1,5,9,NA,0.57,0.53,77.1
A03115Q,A3_t5_11_b_48h,A03,11,5,two,FLC,Q,0,5,9,NA,0.65,0.57,70.5
A0325Q,A3_t5_2_a_48h,A03,2,5,two,FLC,Q,0,0,22,NA,NA,0.77,14.4
A0325Q,A3_t5_2_b_48h,A03,2,5,two,FLC,Q,1,1,1,NA,NA,NA,1.1
A0335Q,A3_t5_3_a_48h,A03,3,5,two,FLC,Q,0,0,1,NA,NA,,12.4
A0335Q,A3_t5_3_b_48h,A03,3,5,two,FLC,Q,0,0,1,NA,NA,,28.2
A0365Q,A3_t5_6_a_48h,A03,6,5,two,FLC,Q,0,2,24,NA,0.95,0.77,11.5
A0365Q,A3_t5_6_b_48h,A03,6,5,two,FLC,Q,0,0,23,NA,NA,0.83,7.1
A0375Q,A3_t5_7_a_48h,A03,7,5,two,FLC,Q,0,1,22,NA,NA,0.77,20.2
A0375Q,A3_t5_7_b_48h,A03,7,5,two,FLC,Q,0,1,21,NA,NA,0.73,29.3
A0385Q,A3_t5_8_a_48h,A03,8,5,two,FLC,Q,0,3,24,NA,0.88,0.68,23.8
A0385Q,A3_t5_8_b_48h,A03,8,5,two,FLC,Q,0,1,21,NA,NA,0.75,25.7
A0395Q,A3_t5_9_a_48h,A03,9,5,one,FLC,Q,0,6,21,NA,1,0.69,42.2
A0395Q,A3_t5_9_b_48h,A03,9,5,one,FLC,Q,0,4,22,NA,0.91,0.69,37.8
A1710M,A17_t0_M_1_a_FLC,A17,1,0,three,FLC,M,8,11,14,0.54,0.31,0.34,136.1
A1710M,A17_t0_M_1_b_FLC,A17,1,0,three,FLC,M,9,11,15,0.29,0.24,0.32,94.6
A17100M,A17_t0_M_10_a_FLC,A17,10,0,three,FLC,M,9,12,16,0.16,0.26,0.31,111.3
A17100M,A17_t0_M_10_b_FLC,A17,10,0,three,FLC,M,9,13,16,0.12,0.25,0.27,122.4
A17110M,A17_t0_M_11_a_FLC,A17,11,0,three,FLC,M,8,13,15,0.21,0.28,0.27,98.4
A17110M,A17_t0_M_11_b_FLC,A17,11,0,three,FLC,M,8,14,15,0.24,0.27,0.26,121.2
A17120M,A17_t0_M_12_a_FLC,A17,12,0,three,FLC,M,10,12,14,0.56,0.34,0.3,143.1
A17120M,A17_t0_M_12_b_FLC,A17,12,0,three,FLC,M,10,12,14,0.31,0.22,0.25,144.3
A1720M,A17_t0_M_2_a_FLC,A17,2,0,three,FLC,M,9,12,15,0.24,0.25,0.32,114.3
A1720M,A17_t0_M_2_b_FLC,A17,2,0,three,FLC,M,9,12,16,0.11,0.22,0.29,121.5
A1730M,A17_t0_M_3_a_FLC,A17,3,0,three,FLC,M,9,13,16,0.11,0.24,0.27,127.9
A1730M,A17_t0_M_3_b_FLC,A17,3,0,three,FLC,M,10,14,16,0.17,0.26,0.25,121.5
A1740M,A17_t0_M_4_a_FLC,A17,4,0,three,FLC,M,8,12,15,0.17,0.31,0.32,104.2
A1740M,A17_t0_M_4_b_FLC,A17,4,0,three,FLC,M,8,13,15,0.17,0.35,0.3,96.8
A1750M,A17_t0_M_5_a_FLC,A17,5,0,three,FLC,M,8,11,16,0.13,0.23,0.34,109.3
A1750M,A17_t0_M_5_b_FLC,A17,5,0,three,FLC,M,9,15,17,0.2,0.32,0.3,97.2
A1760M,A17_t0_M_6_a_FLC,A17,6,0,three,FLC,M,8,14,17,0.2,0.34,0.32,83.7
A1760M,A17_t0_M_6_b_FLC,A17,6,0,three,FLC,M,6,12,17,0.55,0.43,0.43,76.7
A1770M,A17_t0_M_7_a_FLC,A17,7,0,two,FLC,M,9,12,16,0.11,0.22,0.29,123.9
A1770M,A17_t0_M_7_b_FLC,A17,7,0,two,FLC,M,8,12,16,0.15,0.3,0.33,106.3
A1790M,A17_t0_M_9_a_FLC,A17,9,0,three,FLC,M,9,13,16,0.1,0.26,0.27,93.6
A1790M,A17_t0_M_9_b_FLC,A17,9,0,three,FLC,M,9,13,15,0.13,0.26,0.26,119.2
A1710Q,A17_t0_Q_1_a_FLC,A17,1,0,three,FLC,Q,7,11,14,0.11,0.27,0.3,103.5
A1710Q,A17_t0_Q_1_b_FLC,A17,1,0,three,FLC,Q,7,9,13,0.13,0.2,0.34,117.4
A17100Q,A17_t0_Q_10_a_FLC,A17,10,0,three,FLC,Q,10,12,15,0.17,0.21,0.25,149.9
A17100Q,A17_t0_Q_10_b_FLC,A17,10,0,three,FLC,Q,9,11,15,0.18,0.19,0.29,119.5
A17110Q,A17_t0_Q_11_a_FLC,A17,11,0,two,FLC,Q,9,11,13,0.37,0.25,0.25,149.3
A17110Q,A17_t0_Q_11_b_FLC,A17,11,0,two,FLC,Q,9,11,14,0.18,0.2,0.28,143.1
A17120Q,A17_t0_Q_12_a_FLC,A17,12,0,two,FLC,Q,8,11,13,0.55,0.3,0.32,150.3
A17120Q,A17_t0_Q_12_b_FLC,A17,12,0,two,FLC,Q,9,11,14,0.32,0.24,0.3,146.9
A1720Q,A17_t0_Q_2_a_FLC,A17,2,0,three,FLC,Q,8,13,15,0.1,0.33,0.28,100.6
A1720Q,A17_t0_Q_2_b_FLC,A17,2,0,three,FLC,Q,8,10,15,0.09,0.17,0.32,115.4
A1730Q,A17_t0_Q_3_a_FLC,A17,3,0,three,FLC,Q,10,13,16,0.11,0.25,0.27,125.2
A1730Q,A17_t0_Q_3_b_FLC,A17,3,0,three,FLC,Q,9,12,15,0.09,0.21,0.26,131.2
A1740Q,A17_t0_Q_4_a_FLC,A17,4,0,three,FLC,Q,9,13,16,0.13,0.3,0.3,110
A1740Q,A17_t0_Q_4_b_FLC,A17,4,0,three,FLC,Q,8,11,14,0.14,0.27,0.31,109.8
A1750Q,A17_t0_Q_5_a_FLC,A17,5,0,three,FLC,Q,8,13,16,0.1,0.29,0.28,96.2
A1750Q,A17_t0_Q_5_b_FLC,A17,5,0,three,FLC,Q,9,12,15,0.1,0.21,0.26,128.7
A1760Q,A17_t0_Q_6_a_FLC,A17,6,0,three,FLC,Q,9,13,16,0.11,0.27,0.28,123.5
A1760Q,A17_t0_Q_6_b_FLC,A17,6,0,three,FLC,Q,8,12,15,0.09,0.26,0.28,95.1
A1770Q,A17_t0_Q_7_a_FLC,A17,7,0,three,FLC,Q,8,13,15,0.1,0.3,0.27,112.8
A1770Q,A17_t0_Q_7_b_FLC,A17,7,0,three,FLC,Q,9,12,15,0.12,0.2,0.28,134.4
A1780Q,A17_t0_Q_8_a_FLC,A17,8,0,three,FLC,Q,10,15,17,0.07,0.23,0.25,127.8
A1780Q,A17_t0_Q_8_b_FLC,A17,8,0,three,FLC,Q,10,13,16,0.09,0.2,0.25,133.3
A1790Q,A17_t0_Q_9_a_FLC,A17,9,0,three,FLC,Q,9,14,16,0.12,0.31,0.28,115.5
A1790Q,A17_t0_Q_9_b_FLC,A17,9,0,three,FLC,Q,9,12,15,0.13,0.24,0.27,113.4
A17105M,A17_t5_M_10_a_FLC,A17,10,5,three,FLC,M,0,8,21,NA,0.94,0.69,29.4
A17105M,A17_t5_M_10_b_FLC,A17,10,5,three,FLC,M,0,0,18,NA,NA,0.78,21.5
A17115M,A17_t5_M_11_a_FLC,A17,11,5,two,FLC,M,0,0,15,NA,NA,0.84,15.5
A17115M,A17_t5_M_11_b_FLC,A17,11,5,two,FLC,M,0,0,12,NA,NA,0.83,15.1
A1735M,A17_t5_M_3_a_FLC,A17,3,5,three,FLC,M,0,0,17,NA,NA,0.78,15
A1735M,A17_t5_M_3_b_FLC,A17,3,5,three,FLC,M,0,12,20,NA,0.95,0.68,17.3
A1745M,A17_t5_M_4_a_FLC,A17,4,5,one,FLC,M,13,17,20,0.13,0.2,0.21,155.2
A1745M,A17_t5_M_4_b_FLC,A17,4,5,one,FLC,M,12,16,20,0.31,0.27,0.31,122.6
A1755M,A17_t5_M_5_a_FLC,A17,5,5,three,FLC,M,0,5,17,NA,0.7,0.7,32.3
A1755M,A17_t5_M_5_b_FLC,A17,5,5,three,FLC,M,0,4,17,NA,0.82,0.7,26.8
A1765M,A17_t5_M_6_a_FLC,A17,6,5,three,FLC,M,0,3,21,NA,1,0.71,15.3
A1765M,A17_t5_M_6_b_FLC,A17,6,5,three,FLC,M,0,12,20,NA,0.91,0.73,9.5
A1775M,A17_t5_M_7_a_FLC,A17,7,5,one,FLC,M,0,0,19,NA,NA,0.73,12.7
A1775M,A17_t5_M_7_b_FLC,A17,7,5,one,FLC,M,0,18,24,NA,0.94,0.64,9
A1785M,A17_t5_M_8_a_FLC,A17,8,5,three,FLC,M,0,17,20,NA,0.68,0.49,77
A1785M,A17_t5_M_8_b_FLC,A17,8,5,three,FLC,M,0,17,20,NA,0.78,0.5,49.7
A1795M,A17_t5_M_9_a_FLC,A17,9,5,three,FLC,M,1,1,1,NA,NA,NA,3.9
A1795M,A17_t5_M_9_b_FLC,A17,9,5,three,FLC,M,0,3,18,NA,0.79,0.71,23.4
A17105Q,A17_t5_Q_10_a_FLC,A17,10,5,three,FLC,Q,0,15,19,NA,0.83,0.57,61.9
A17105Q,A17_t5_Q_10_b_FLC,A17,10,5,three,FLC,Q,0,10,18,NA,0.96,0.62,53
A17115Q,A17_t5_Q_11_a_FLC,A17,11,5,three,FLC,Q,0,14,18,NA,0.92,0.63,48.4
A1725Q,A17_t5_Q_2_a_FLC,A17,2,5,three,FLC,Q,0,8,19,NA,0.85,0.63,30.7
A1725Q,A17_t5_Q_2_b_FLC,A17,2,5,three,FLC,Q,0,9,20,NA,0.93,0.66,35.9
A1795Q,A17_t5_Q_9_a_FLC,A17,9,5,three,FLC,Q,0,0,19,NA,NA,0.78,17
A1795Q,A17_t5_Q_9_b_FLC,A17,9,5,three,FLC,Q,0,1,19,NA,NA,0.69,27.2
A1810M,A18_t0_M_1_a_FLC,A18,1,0,three,FLC,M,0,8,9,NA,0.66,0.5,99.2
A1810M,A18_t0_M_1_b_FLC,A18,1,0,three,FLC,M,3,9,10,0.83,0.49,0.38,70.4
A18100M,A18_t0_M_10_a_FLC,A18,10,0,three,FLC,M,2,9,10,0.68,0.43,0.37,104.9
A18100M,A18_t0_M_10_b_FLC,A18,10,0,three,FLC,M,3,9,10,0.67,0.45,0.36,87.9
A18110M,A18_t0_M_11_a_FLC,A18,11,0,three,FLC,M,3,10,11,0.68,0.41,0.36,93.9
A18110M,A18_t0_M_11_b_FLC,A18,11,0,three,FLC,M,4,10,11,0.62,0.4,0.38,74.7
A18120M,A18_t0_M_12_a_FLC,A18,12,0,three,FLC,M,3,9,11,0.84,0.46,0.4,84.8
A18120M,A18_t0_M_12_b_FLC,A18,12,0,three,FLC,M,0,7,9,NA,0.65,0.5,83.5
A1820M,A18_t0_M_2_a_FLC,A18,2,0,three,FLC,M,0,8,9,NA,0.59,0.45,137.1
A1820M,A18_t0_M_2_b_FLC,A18,2,0,three,FLC,M,4,9,10,0.7,0.47,0.34,109.5
A1830M,A18_t0_M_3_a_FLC,A18,3,0,three,FLC,M,0,8,9,NA,0.56,0.41,83.6
A1830M,A18_t0_M_3_b_FLC,A18,3,0,three,FLC,M,0,9,10,NA,0.52,0.37,129.3
A1840M,A18_t0_M_4_a_FLC,A18,4,0,three,FLC,M,0,7,9,NA,0.71,0.52,108.8
A1840M,A18_t0_M_4_b_FLC,A18,4,0,three,FLC,M,0,10,11,NA,0.52,0.38,83.3
A1850M,A18_t0_M_5_a_FLC,A18,5,0,three,FLC,M,0,8,9,NA,0.65,0.48,131.4
A1850M,A18_t0_M_5_b_FLC,A18,5,0,three,FLC,M,1,9,10,NA,0.49,0.38,139.8
A1860M,A18_t0_M_6_a_FLC,A18,6,0,three,FLC,M,0,8,9,NA,0.64,0.5,90.8
A1860M,A18_t0_M_6_b_FLC,A18,6,0,three,FLC,M,2,9,10,1,0.59,0.39,116.6
A1870M,A18_t0_M_7_a_FLC,A18,7,0,three,FLC,M,0,8,9,NA,0.67,0.5,119.1
A1870M,A18_t0_M_7_b_FLC,A18,7,0,three,FLC,M,3,9,10,0.84,0.49,0.35,94.9
A1880M,A18_t0_M_8_a_FLC,A18,8,0,three,FLC,M,0,8,9,NA,0.65,0.43,109.8
A1880M,A18_t0_M_8_b_FLC,A18,8,0,three,FLC,M,2,8,10,0.91,0.52,0.38,72
A1890M,A18_t0_M_9_a_FLC,A18,9,0,three,FLC,M,6,9,11,0.89,0.42,0.38,122.6
A1890M,A18_t0_M_9_b_FLC,A18,9,0,three,FLC,M,3,9,10,0.75,0.42,0.35,104
A1815M,A18_t5_M_1_a_FLC,A18,1,5,one,FLC,M,1,9,11,NA,0.47,0.42,91
A1815M,A18_t5_M_1_b_FLC,A18,1,5,one,FLC,M,4,9,11,0.64,0.43,0.4,65.9
A18105M,A18_t5_M_10_b_FLC,A18,10,5,three,FLC,M,3,9,11,0.94,0.49,0.41,84.4
A18115M,A18_t5_M_11_a_FLC,A18,11,5,three,FLC,M,2,9,11,0.76,0.51,0.39,103.4
A18115M,A18_t5_M_11_b_FLC,A18,11,5,three,FLC,M,1,8,9,NA,0.68,0.49,62.5
A18125M,A18_t5_M_12_a_FLC,A18,12,5,three,FLC,M,2,9,10,0.88,0.46,0.35,117.3
A18125M,A18_t5_M_12_b_FLC,A18,12,5,three,FLC,M,2,8,10,0.74,0.53,0.39,88
A1825M,A18_t5_M_2_a_FLC,A18,2,5,three,FLC,M,5,9,11,0.67,0.41,0.35,94.4
A1825M,A18_t5_M_2_b_FLC,A18,2,5,three,FLC,M,4,9,11,0.79,0.48,0.36,89.8
A1835M,A18_t5_M_3_a_FLC,A18,3,5,three,FLC,M,3,9,10,0.88,0.42,0.35,120.2
A1835M,A18_t5_M_3_b_FLC,A18,3,5,three,FLC,M,3,10,11,0.86,0.56,0.37,78.5
A1845M,A18_t5_M_4_a_FLC,A18,4,5,three,FLC,M,0,13,14,NA,0.52,0.42,120.5
A1845M,A18_t5_M_4_b_FLC,A18,4,5,three,FLC,M,0,12,13,NA,0.62,0.42,112.3
A1855M,A18_t5_M_5_a_FLC,A18,5,5,three,FLC,M,0,12,14,NA,0.72,0.54,57.2
A1855M,A18_t5_M_5_b_FLC,A18,5,5,three,FLC,M,0,13,14,NA,0.6,0.53,35.3
A1865M,A18_t5_M_6_a_FLC,A18,6,5,three,FLC,M,0,10,12,NA,0.62,0.49,70.7
A1865M,A18_t5_M_6_b_FLC,A18,6,5,three,FLC,M,0,10,13,NA,0.64,0.51,65.3
A1875M,A18_t5_M_7_a_FLC,A18,7,5,three,FLC,M,1,9,10,NA,0.55,0.4,85.8
A1875M,A18_t5_M_7_b_FLC,A18,7,5,three,FLC,M,3,10,14,0.67,0.45,0.51,58.9
A1895M,A18_t5_M_9_a_FLC,A18,9,5,three,FLC,M,5,9,12,0.76,0.44,0.4,85.8
A1895M,A18_t5_M_9_b_FLC,A18,9,5,three,FLC,M,3,9,10,0.68,0.45,0.36,91.7
A0310M,A3_t0_M_1_a_FLC,A03,1,0,two,FLC,M,7,12,17,0.23,0.38,0.39,75.3
A0310M,A3_t0_M_1_b_FLC,A03,1,0,two,FLC,M,7,14,18,0.21,0.41,0.37,77.4
A03100M,A3_t0_M_10_a_FLC,A03,10,0,two,FLC,M,7,12,17,0.29,0.44,0.4,72.1
A03100M,A3_t0_M_10_b_FLC,A03,10,0,two,FLC,M,5,12,16,0.34,0.48,0.43,63.3
A03110M,A3_t0_M_11_a_FLC,A03,11,0,two,FLC,M,7,12,17,0.2,0.35,0.38,86.9
A03110M,A3_t0_M_11_b_FLC,A03,11,0,two,FLC,M,7,11,16,0.29,0.3,0.41,76.7
A03120M,A3_t0_M_12_a_FLC,A03,12,0,two,FLC,M,6,11,17,0.35,0.45,0.45,66.2
A03120M,A3_t0_M_12_b_FLC,A03,12,0,two,FLC,M,6,10,17,0.31,0.38,0.45,68.5
A0320M,A3_t0_M_2_a_FLC,A03,2,0,two,FLC,M,5,10,16,0.25,0.44,0.45,65.1
